juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,event_year,age_at_event,priors_per_adult_year,total_juv_count,has_juv_record,first_offense,young_man,velocity_repeat_offender,sex_male,c_charge_degree_m,charge_category_drug,charge_category_other,charge_category_property,charge_category_violent,race_african-american,race_caucasian,race_hispanic
0,3,0,0,5,2013,32.0,0.35714285714285715,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,10,1,2,15,2014,25.0,2.142857142857143,4,1,0,0,0,1,0,0,0,0,0,1,0,0
0,2,0,0,4,2013,35.0,0.23529411764705882,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,4,0,1,1,2013,20.0,0.5,1,1,0,1,0,1,0,0,1,0,0,1,0,0
0,9,0,0,4,2013,26.0,0.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,0,2013,58.0,0.0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
0,6,1,0,6,2014,25.0,0.8571428571428571,1,1,0,0,0,1,0,0,0,0,1,1,0,0
0,1,0,0,0,2014,31.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
0,1,0,0,0,2013,53.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,1,0,0,6,2013,42.0,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,4,0,0,1,2013,19.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,4,0,0,1,2013,36.0,0.05555555555555555,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,6,0,0,5,2013,26.0,0.625,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,6,0,1,1,2014,25.0,0.14285714285714285,1,1,0,0,0,1,0,0,1,0,0,0,1,0
0,2,0,0,2,2013,37.0,0.10526315789473684,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,3,0,0,1,2013,19.0,1.0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,8,0,0,0,2013,19.0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
0,4,0,0,1,2013,24.0,0.16666666666666666,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,2,0,0,0,2013,29.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,2,0,0,1,1998,24.0,0.16666666666666666,0,0,0,1,0,1,1,0,1,0,0,1,0,0
0,10,0,0,8,2013,26.0,1.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,1,0,0,0,2014,48.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,10,6,1,14,2013,22.0,3.5,8,1,0,1,0,1,0,0,1,0,0,1,0,0
0,5,0,0,0,2013,18.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
1,9,0,0,2,2014,19.0,2.0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
0,2,0,0,1,2013,32.0,0.07142857142857142,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,7,0,0,9,2014,34.0,0.5625,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,8,0,0,7,2013,23.0,1.4,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0,6,0,0,1,2013,18.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,8,0,0,9,2014,23.0,1.8,0,0,0,1,0,1,0,0,1,0,0,0,1,0
0,7,0,0,0,2013,18.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,0,0,2,2013,36.0,0.1111111111111111,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,0,0,0,2013,51.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,0,2013,42.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,4,0,0,1,2014,18.0,1.0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,2,0,0,1,2013,28.0,0.1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,0,2013,36.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,6,1,2,8,2013,21.0,2.6666666666666665,3,1,0,1,0,1,0,0,1,0,0,0,1,0
0,4,0,0,0,2013,27.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,5,0,0,0,2014,29.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
0,4,0,0,1,2013,36.0,0.05555555555555555,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,0,0,1,2013,40.0,0.045454545454545456,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,9,0,0,3,2013,18.0,3.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,4,0,0,5,2013,35.0,0.29411764705882354,0,0,0,0,0,1,1,0,1,0,0,0,1,0
0,5,0,0,0,2013,30.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
0,5,0,0,5,2013,31.0,0.38461538461538464,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,2,0,0,3,2013,35.0,0.17647058823529413,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,2,0,0,1,2013,38.0,0.05,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,9,1,0,10,2013,38.0,0.5,1,1,0,0,0,1,0,1,0,0,0,1,0,0
0,4,0,0,0,2013,20.0,0.0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
0,8,12,2,28,2014,31.0,2.1538461538461537,14,1,0,0,0,1,0,0,0,0,0,1,0,0
0,7,0,0,1,2013,29.0,0.09090909090909091,0,0,0,0,0,1,1,0,0,0,1,1,0,0
0,2,0,0,1,2013,28.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10,0,0,13,2013,27.0,1.4444444444444444,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,9,0,0,3,2014,25.0,0.42857142857142855,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,9,0,0,3,2013,50.0,0.09375,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,10,0,0,19,2013,31.0,1.4615384615384615,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,3,0,0,6,2013,39.0,0.2857142857142857,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,4,0,0,2,2013,22.0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,2,0,0,1,2013,28.0,0.1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
0,2,0,0,2,2013,34.0,0.125,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,2,0,0,0,2014,26.0,0.0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
0,2,0,0,0,2014,22.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,4,1,0,10,2014,27.0,1.1111111111111112,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0,2,0,0,2,2014,42.0,0.08333333333333333,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,7,0,0,3,2013,28.0,0.3,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,3,0,0,2,2013,28.0,0.2,0,0,0,0,0,1,1,0,1,0,0,0,1,0
0,2,0,0,1,2013,27.0,0.1111111111111111,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,2,0,0,1,2013,56.0,0.02631578947368421,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,10,0,0,1,2013,18.0,1.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1,0,0,0,2013,40.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,8,1,0,9,2014,36.0,0.5,2,1,0,0,0,1,0,1,0,0,0,1,0,0
0,6,0,0,11,2014,31.0,0.8461538461538461,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,5,0,0,8,2013,31.0,0.6153846153846154,0,0,0,0,0,1,1,0,0,0,1,1,0,0
0,3,0,0,0,2014,29.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,9,0,0,7,2013,29.0,0.6363636363636364,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,9,0,0,2,2013,24.0,0.3333333333333333,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,6,0,0,0,2013,18.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,6,0,0,0,2014,24.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,1,2013,58.0,0.025,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,7,0,0,13,2013,49.0,0.41935483870967744,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,1,2014,60.0,0.023809523809523808,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,10,0,0,4,2014,30.0,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,4,0,0,1,2013,27.0,0.1111111111111111,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,4,0,0,2,2013,23.0,0.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,4,0,0,1,2009,33.0,0.06666666666666667,1,1,0,0,0,1,1,0,1,0,0,0,1,0
0,7,0,0,3,2013,27.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,7,0,0,1,2013,27.0,0.1111111111111111,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,2,0,0,2,2013,46.0,0.07142857142857142,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,2,0,0,1,2013,19.0,1.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,1,0,0,6,2013,42.0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,5,0,0,0,2013,28.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,2,0,0,1,2013,22.0,0.25,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,3,0,0,0,2013,20.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
0,7,0,0,5,2013,29.0,0.45454545454545453,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,0,0,2,2013,49.0,0.06451612903225806,0,0,0,0,0,1,1,0,1,0,0,0,0,1
0,4,0,0,8,2013,58.0,0.2,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,9,0,0,8,2013,28.0,0.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,6,0,0,6,2013,25.0,0.8571428571428571,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,1,0,0,2,2013,51.0,0.06060606060606061,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,2,0,0,0,2013,55.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,1,0,0,1,2014,76.0,0.017241379310344827,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0,1,0,0,0,2014,54.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,2,0,0,0,2014,22.0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,5,0,0,1,2014,20.0,0.5,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,8,0,0,23,2013,44.0,0.8846153846153846,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0,2,0,0,0,2014,21.0,0.0,0,0,1,1,0,1,1,0,0,0,1,1,0,0
0,1,0,0,1,2013,55.0,0.02702702702702703,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,3,2013,63.0,0.06666666666666667,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,4,0,0,8,2014,43.0,0.32,0,0,0,0,0,1,1,0,1,0,0,0,1,0
0,9,0,0,2,2013,35.0,0.11764705882352941,0,0,0,0,0,1,1,0,0,0,1,1,0,0
0,4,0,0,0,2014,36.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,9,0,0,9,2014,24.0,1.5,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,3,0,0,2,2013,42.0,0.08333333333333333,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,3,0,0,0,2014,21.0,0.0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
0,2,0,0,2,2014,31.0,0.15384615384615385,0,0,0,0,0,1,1,0,0,0,1,1,0,0
0,4,0,0,1,2013,21.0,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,3,0,0,2,2014,34.0,0.125,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0,1,0,0,1,2013,48.0,0.03333333333333333,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,3,0,0,0,2013,35.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,4,0,0,4,2013,40.0,0.18181818181818182,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,9,1,0,23,2014,33.0,1.5333333333333334,1,1,0,0,0,0,0,0,0,1,0,1,0,0
0,5,0,0,5,2014,23.0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,10,0,0,2,2013,23.0,0.4,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,2,0,0,0,2013,24.0,0.0,0,0,1,1,0,1,1,0,1,0,0,1,0,0
0,8,0,0,0,2013,25.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,9,0,0,7,2013,25.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,2,2013,35.0,0.11764705882352941,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,9,0,0,1,2013,25.0,0.14285714285714285,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1,0,0,7,2013,53.0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,9,0,0,15,2013,35.0,0.8823529411764706,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,5,0,0,2,2007,20.0,1.0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
0,1,0,0,0,2014,49.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,2,0,0,0,2013,48.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
0,1,0,0,1,2013,33.0,0.06666666666666667,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0,1,0,0,0,2013,45.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,3,0,0,4,2013,34.0,0.25,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,7,0,0,2,2013,27.0,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,6,0,0,5,2013,39.0,0.23809523809523808,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,10,0,0,11,2013,24.0,1.8333333333333333,0,0,0,1,1,1,0,0,0,0,1,1,0,0
0,1,0,0,0,2013,33.0,0.0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,4,0,0,4,2014,31.0,0.3076923076923077,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,9,0,0,11,2013,51.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,9,0,0,2,2013,20.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
0,1,0,0,0,2014,39.0,0.0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,1,0,0,0,2013,49.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
0,4,0,0,13,2013,40.0,0.5909090909090909,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,4,0,0,0,2014,49.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,1,2013,25.0,0.14285714285714285,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,9,0,2,11,2014,28.0,1.1,2,1,0,0,0,1,1,0,0,0,1,1,0,0
0,5,0,0,1,2013,26.0,0.125,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,4,0,0,0,2013,19.0,0.0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
0,2,0,0,4,2013,27.0,0.4444444444444444,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,4,0,0,4,2013,23.0,0.8,0,0,0,1,0,1,0,1,0,0,0,0,0,1
0,8,0,0,0,2014,30.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,2,0,0,0,2014,35.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,9,1,0,14,2013,30.0,1.1666666666666667,1,1,0,0,1,1,0,0,0,0,1,1,0,0
0,1,0,0,1,2013,50.0,0.03125,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,8,0,0,25,2013,25.0,3.5714285714285716,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,5,0,0,8,2013,41.0,0.34782608695652173,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,3,0,0,0,2013,22.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
0,8,0,1,1,2013,18.0,1.0,1,1,0,1,0,1,1,0,1,0,0,0,1,0
0,1,0,0,0,2013,35.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,2,0,0,3,2013,38.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,2013,28.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,6,0,1,1,2013,20.0,0.5,1,1,0,1,0,1,0,0,1,0,0,0,0,1
0,5,0,4,5,2014,21.0,1.6666666666666667,4,1,0,0,0,0,0,0,1,0,0,0,1,0
0,8,0,0,0,2013,20.0,0.0,0,0,1,1,0,1,1,0,1,0,0,0,0,1
0,3,0,0,1,2014,27.0,0.1111111111111111,0,0,0,0,0,1,1,0,0,0,1,1,0,0
0,8,0,0,1,2013,18.0,1.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,6,0,0,2,2013,27.0,0.2222222222222222,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,0,2013,36.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,4,0,0,4,2013,25.0,0.5714285714285714,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,2,2013,35.0,0.11764705882352941,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,8,0,0,0,2014,18.0,0.0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
0,7,0,1,0,2013,19.0,0.0,1,1,1,1,0,1,0,0,1,0,0,0,0,1
0,1,0,0,0,2013,49.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,4,0,0,0,2014,21.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,2,0,0,0,2013,46.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,5,0,0,0,2013,22.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
0,6,0,0,0,2013,24.0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
0,7,0,0,11,2014,28.0,1.1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,10,1,1,3,2013,19.0,3.0,2,1,0,1,0,1,1,0,0,0,1,1,0,0
0,3,0,0,1,2013,20.0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,3,0,0,2,2013,38.0,0.1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,2,0,0,0,2014,23.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,6,0,0,3,2013,50.0,0.09375,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1,0,0,0,2013,40.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,1,0,0,3,2014,35.0,0.17647058823529413,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0,1,2013,67.0,0.02040816326530612,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,4,0,0,3,2013,43.0,0.12,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,9,0,0,0,2013,18.0,0.0,0,0,1,1,0,1,1,0,0,1,0,1,0,0
0,8,0,0,1,2014,24.0,0.16666666666666666,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,1,0,0,3,2013,35.0,0.17647058823529413,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,4,0,0,5,2014,32.0,0.35714285714285715,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,4,0,0,5,2013,31.0,0.38461538461538464,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,5,0,0,0,2014,21.0,0.0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
0,4,0,0,5,2013,31.0,0.38461538461538464,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,3,0,0,6,2013,37.0,0.3157894736842105,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,3,0,0,0,2013,21.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
0,3,0,0,2,2013,55.0,0.05405405405405406,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,6,0,0,0,2013,18.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,8,0,1,4,2013,20.0,2.0,1,1,0,1,0,1,1,0,1,0,0,1,0,0
0,1,0,0,0,2013,59.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,3,0,0,5,2013,34.0,0.3125,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,2,0,0,2,2013,41.0,0.08695652173913043,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,5,2013,30.0,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,3,0,0,0,2013,21.0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
0,1,0,0,0,2013,24.0,0.0,0,0,1,1,0,1,1,0,0,0,1,1,0,0
0,1,0,0,0,2014,42.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
0,3,0,0,3,2013,25.0,0.42857142857142855,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,2,0,0,0,2013,39.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,10,1,0,9,2013,21.0,3.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
0,2,0,0,0,2014,25.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,10,0,0,0,2014,19.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
0,1,0,0,0,2014,49.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,1,0,0,0,2013,54.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
